user_id,timestamp,heart_rate_bpm,hrv_ms,spo2_pct,skin_temp_c
user_001,2024-01-01 00:35:00,43,56.2,96.3,33.78
user_001,2024-01-01 00:36:00,51,36.5,97.9,34.37
user_001,2024-01-01 00:37:00,40,64.6,97.5,32.8
user_001,2024-01-01 00:38:00,43,63.3,97.5,33.96
user_001,2024-01-01 00:39:00,50,63.1,97.9,33.38
user_001,2024-01-01 00:40:00,53,79.2,97.5,33.78
user_001,2024-01-01 00:41:00,50,42.0,97.1,33.15
user_001,2024-01-01 00:42:00,49,40.4,96.6,33.96
user_001,2024-01-01 00:43:00,48,62.7,97.5,33.8
user_001,2024-01-01 00:44:00,42,54.0,98.7,33.35
user_001,2024-01-01 00:45:00,46,46.3,96.6,34.02
user_001,2024-01-01 00:46:00,47,53.1,98.3,34.21
user_001,2024-01-01 00:47:00,55,47.3,98.1,33.79
user_001,2024-01-01 00:48:00,51,71.9,96.1,33.26
user_001,2024-01-01 00:49:00,41,80.3,98.0,34.06
user_001,2024-01-01 00:50:00,51,38.3,97.5,34.51
user_001,2024-01-01 00:51:00,48,40.8,97.4,34.2
user_001,2024-01-01 00:52:00,46,48.6,99.1,33.78
user_001,2024-01-01 00:53:00,53,47.2,98.3,33.42
user_001,2024-01-01 00:54:00,55,45.7,96.8,33.82
user_001,2024-01-01 00:55:00,54,51.9,98.0,33.04
user_001,2024-01-01 00:56:00,45,52.0,96.8,34.04
user_001,2024-01-01 00:57:00,48,42.1,96.8,33.79
user_001,2024-01-01 00:58:00,51,44.4,97.6,33.73
user_001,2024-01-01 00:59:00,54,69.3,98.4,33.83
user_001,2024-01-01 01:00:00,48,52.0,96.3,33.71
user_001,2024-01-01 01:01:00,49,51.2,97.1,33.37
user_001,2024-01-01 01:02:00,44,41.6,98.4,34.07
user_001,2024-01-01 01:03:00,44,52.2,96.7,31.38
user_001,2024-01-01 01:04:00,54,63.4,97.5,32.91
user_001,2024-01-01 01:05:00,57,58.9,97.3,32.87
user_001,2024-01-01 01:06:00,50,63.1,98.5,34.16
user_001,2024-01-01 01:07:00,55,41.5,97.8,33.6
user_001,2024-01-01 01:08:00,52,42.2,97.3,33.93
user_001,2024-01-01 01:09:00,47,67.2,96.8,34.06
user_001,2024-01-01 01:10:00,52,62.7,99.2,33.48
user_001,2024-01-01 01:11:00,58,50.0,97.4,33.8
user_001,2024-01-01 01:12:00,50,63.5,97.3,33.56
user_001,2024-01-01 01:13:00,58,40.6,97.9,33.22
user_001,2024-01-01 01:14:00,40,45.6,98.1,34.31
user_001,2024-01-01 01:15:00,54,37.6,96.4,33.29
user_001,2024-01-01 01:16:00,50,58.6,97.3,33.68
user_001,2024-01-01 01:17:00,49,57.5,96.6,34.19
user_001,2024-01-01 01:18:00,50,49.8,97.0,33.81
user_001,2024-01-01 01:19:00,40,50.2,98.5,34.13
user_001,2024-01-01 01:20:00,49,79.4,98.4,34.01
user_001,2024-01-01 01:21:00,52,51.8,98.0,33.88
user_001,2024-01-01 01:22:00,57,66.8,96.4,34.36
user_001,2024-01-01 01:23:00,47,54.4,97.6,33.76
user_001,2024-01-01 01:24:00,46,51.2,97.0,33.56
user_001,2024-01-01 01:25:00,48,69.8,98.3,33.43
user_001,2024-01-01 01:26:00,55,61.4,97.0,33.49
user_001,2024-01-01 01:27:00,52,54.2,96.8,33.71
user_001,2024-01-01 01:28:00,47,67.2,97.8,33.32
user_001,2024-01-01 01:29:00,53,79.3,98.5,33.86
user_001,2024-01-01 01:30:00,50,47.7,98.4,33.15
user_001,2024-01-01 01:31:00,55,58.2,98.5,33.27
user_001,2024-01-01 01:32:00,47,51.8,98.5,33.85
user_001,2024-01-01 01:33:00,48,46.3,98.8,33.5
user_001,2024-01-01 01:34:00,48,46.0,97.6,33.46
user_001,2024-01-01 01:35:00,43,73.0,97.1,33.3
user_001,2024-01-01 01:36:00,51,36.5,96.8,33.6
user_001,2024-01-01 01:37:00,51,59.8,98.5,33.51
user_001,2024-01-01 01:38:00,50,46.7,97.4,33.39
user_001,2024-01-01 01:39:00,49,73.0,96.8,33.73
user_001,2024-01-01 01:40:00,43,54.4,97.9,34.02
user_001,2024-01-01 01:41:00,48,52.0,96.3,33.12
user_001,2024-01-01 01:42:00,48,71.3,96.6,34.23
user_001,2024-01-01 01:43:00,46,65.0,97.7,33.75
user_001,2024-01-01 01:44:00,49,60.8,98.2,33.53
user_001,2024-01-01 01:45:00,52,62.5,97.2,33.43
user_001,2024-01-01 01:46:00,59,41.5,97.3,33.84
user_001,2024-01-01 01:47:00,51,62.1,98.1,33.3
user_001,2024-01-01 01:48:00,51,52.7,98.2,33.32
user_001,2024-01-01 01:49:00,50,58.6,95.8,33.29
user_001,2024-01-01 01:50:00,40,62.8,98.7,33.6
user_001,2024-01-01 01:51:00,50,43.9,97.2,33.49
user_001,2024-01-01 01:52:00,50,60.9,96.9,33.48
user_001,2024-01-01 01:53:00,62,49.5,97.1,32.81
user_001,2024-01-01 01:54:00,49,42.9,96.4,33.55
user_001,2024-01-01 01:55:00,52,52.9,99.5,34.35
user_001,2024-01-01 01:56:00,50,55.2,96.5,33.42
user_001,2024-01-01 01:57:00,44,62.7,96.3,34.29
user_001,2024-01-01 01:58:00,56,29.3,97.3,32.87
user_001,2024-01-01 01:59:00,54,57.7,96.4,33.57
user_001,2024-01-01 02:00:00,55,48.4,97.6,33.89
user_001,2024-01-01 02:01:00,47,64.0,98.8,33.84
user_001,2024-01-01 02:02:00,59,52.3,97.6,32.99
user_001,2024-01-01 02:03:00,45,53.2,97.8,34.08
user_001,2024-01-01 02:04:00,54,52.0,97.3,34.52
user_001,2024-01-01 02:05:00,62,54.7,96.7,33.56
user_001,2024-01-01 02:06:00,47,65.0,97.3,33.33
user_001,2024-01-01 02:07:00,49,46.4,98.3,33.31
user_001,2024-01-01 02:08:00,52,51.0,98.6,33.88
user_001,2024-01-01 02:09:00,49,70.0,97.5,32.97
user_001,2024-01-01 02:10:00,44,53.2,98.2,34.0
user_001,2024-01-01 02:11:00,52,58.1,96.9,33.92
user_001,2024-01-01 02:12:00,46,43.9,97.0,32.78
user_001,2024-01-01 02:13:00,54,36.7,96.2,33.18
user_001,2024-01-01 02:14:00,47,45.5,98.4,33.83
user_001,2024-01-01 02:15:00,59,45.4,97.0,33.42
user_001,2024-01-01 02:16:00,48,66.0,96.4,33.57
user_001,2024-01-01 02:17:00,50,66.5,97.9,33.84
user_001,2024-01-01 02:18:00,56,33.9,98.6,34.89
user_001,2024-01-01 02:19:00,45,51.1,97.2,33.45
user_001,2024-01-01 02:20:00,53,61.1,96.1,32.6
user_001,2024-01-01 02:21:00,58,51.5,97.2,33.42
user_001,2024-01-01 02:22:00,43,72.1,97.7,33.48
user_001,2024-01-01 02:23:00,52,61.1,98.0,32.97
user_001,2024-01-01 02:24:00,53,51.4,98.1,33.31
user_001,2024-01-01 02:25:00,55,51.7,97.6,33.37
user_001,2024-01-01 02:26:00,45,55.9,97.3,33.69
user_001,2024-01-01 02:27:00,45,48.0,98.0,33.92
user_001,2024-01-01 02:28:00,54,63.2,96.4,33.9
user_001,2024-01-01 02:29:00,53,61.5,96.7,33.67
user_001,2024-01-01 02:30:00,53,58.6,96.9,34.25
user_001,2024-01-01 02:31:00,53,56.5,97.1,34.03
user_001,2024-01-01 02:32:00,48,45.4,96.4,33.66
user_001,2024-01-01 02:33:00,53,59.1,98.3,34.5
user_001,2024-01-01 02:34:00,53,55.4,96.5,33.77
user_001,2024-01-01 02:35:00,48,75.6,95.3,33.83
user_001,2024-01-01 02:36:00,61,38.8,98.3,33.55
user_001,2024-01-01 02:37:00,54,46.6,97.9,33.63
user_001,2024-01-01 02:38:00,46,40.3,97.5,32.98
user_001,2024-01-01 02:39:00,55,51.3,97.9,34.18
user_001,2024-01-01 02:40:00,47,38.5,97.6,33.34
user_001,2024-01-01 02:41:00,55,65.4,98.4,33.48
user_001,2024-01-01 02:42:00,57,63.8,96.9,33.14
user_001,2024-01-01 02:43:00,47,54.3,98.9,33.9
user_001,2024-01-01 02:44:00,56,43.1,98.3,33.62
user_001,2024-01-01 02:45:00,54,38.6,97.0,33.97
user_001,2024-01-01 02:46:00,56,46.2,96.9,32.93
user_001,2024-01-01 02:47:00,61,58.0,97.6,33.04
user_001,2024-01-01 02:48:00,50,47.1,96.6,32.67
user_001,2024-01-01 02:49:00,48,74.7,97.3,33.18
user_001,2024-01-01 02:50:00,47,70.8,98.6,33.65
user_001,2024-01-01 02:51:00,47,55.9,97.6,34.04
user_001,2024-01-01 02:52:00,51,50.1,99.2,33.77
user_001,2024-01-01 02:53:00,53,48.4,96.9,32.67
user_001,2024-01-01 02:54:00,53,70.1,97.9,33.14
user_001,2024-01-01 02:55:00,56,46.6,97.1,33.32
user_001,2024-01-01 02:56:00,52,63.7,97.3,34.29
user_001,2024-01-01 02:57:00,59,52.5,97.9,33.13
user_001,2024-01-01 02:58:00,50,62.1,96.9,33.34
user_001,2024-01-01 02:59:00,65,42.3,96.8,33.43
user_001,2024-01-01 03:00:00,57,49.6,97.1,32.78
user_001,2024-01-01 03:01:00,50,54.8,97.1,34.2
user_001,2024-01-01 03:02:00,49,49.0,96.7,34.33
user_001,2024-01-01 03:03:00,56,65.7,98.7,33.67
user_001,2024-01-01 03:04:00,53,46.5,97.3,34.59
user_001,2024-01-01 03:05:00,57,47.1,98.2,33.28
user_001,2024-01-01 03:06:00,56,66.8,98.1,33.79
user_001,2024-01-01 03:07:00,54,65.4,98.3,32.6
user_001,2024-01-01 03:08:00,50,70.9,96.4,34.02
user_001,2024-01-01 03:09:00,46,37.1,97.2,33.19
user_001,2024-01-01 03:10:00,52,56.4,98.0,34.06
user_001,2024-01-01 03:11:00,58,53.5,97.0,34.42
user_001,2024-01-01 03:12:00,55,47.9,98.7,33.99
user_001,2024-01-01 03:13:00,48,58.8,96.5,33.93
user_001,2024-01-01 03:14:00,55,50.3,98.2,33.7
user_001,2024-01-01 03:15:00,56,54.8,97.1,33.12
user_001,2024-01-01 03:16:00,49,89.3,98.3,33.75
user_001,2024-01-01 03:17:00,55,56.7,97.7,33.87
user_001,2024-01-01 03:18:00,54,57.4,96.8,32.82
user_001,2024-01-01 03:19:00,48,63.8,98.2,32.91
user_001,2024-01-01 03:20:00,56,55.0,96.1,32.95
user_001,2024-01-01 03:21:00,57,41.9,97.2,33.06
user_001,2024-01-01 03:22:00,59,35.8,97.1,34.73
user_001,2024-01-01 03:23:00,59,52.0,97.8,33.62
user_001,2024-01-01 03:24:00,47,53.2,95.3,33.52
user_001,2024-01-01 03:25:00,49,35.7,97.7,32.43
user_001,2024-01-01 03:26:00,56,69.5,97.8,33.09
user_001,2024-01-01 03:27:00,56,54.3,96.9,33.52
user_001,2024-01-01 03:28:00,56,67.6,97.3,33.28
user_001,2024-01-01 03:29:00,73,25.8,97.5,34.2
user_001,2024-01-01 03:30:00,57,67.5,98.3,33.2
user_001,2024-01-01 03:31:00,60,47.1,95.8,33.92
user_001,2024-01-01 03:32:00,59,64.9,97.5,34.58
user_001,2024-01-01 03:33:00,57,55.0,97.9,32.96
user_001,2024-01-01 03:34:00,52,58.9,98.0,32.89
user_001,2024-01-01 03:35:00,58,57.1,97.3,33.43
user_001,2024-01-01 03:36:00,50,50.7,98.0,33.84
user_001,2024-01-01 03:37:00,53,47.6,97.4,32.93
user_001,2024-01-01 03:38:00,51,51.1,98.4,34.0
user_001,2024-01-01 03:39:00,54,39.1,96.8,33.84
user_001,2024-01-01 03:40:00,65,45.7,97.0,33.27
user_001,2024-01-01 03:41:00,45,49.5,97.9,33.89
user_001,2024-01-01 03:42:00,57,37.9,98.0,33.84
user_001,2024-01-01 03:43:00,46,60.8,97.9,34.15
user_001,2024-01-01 03:44:00,52,54.5,97.2,33.47
user_001,2024-01-01 03:45:00,59,54.8,97.2,34.09
user_001,2024-01-01 03:46:00,54,60.8,97.5,33.73
user_001,2024-01-01 03:47:00,49,52.9,96.6,33.56
user_001,2024-01-01 03:48:00,50,45.6,96.8,33.15
user_001,2024-01-01 03:49:00,57,55.9,98.7,32.63
user_001,2024-01-01 03:50:00,50,25.8,97.4,33.61
user_001,2024-01-01 03:51:00,55,52.4,97.1,33.85
user_001,2024-01-01 03:52:00,54,61.5,97.0,33.92
user_001,2024-01-01 03:53:00,51,65.2,97.7,34.08
user_001,2024-01-01 03:54:00,65,45.2,99.2,34.1
user_001,2024-01-01 03:55:00,57,30.5,98.4,32.65
user_001,2024-01-01 03:56:00,44,30.5,96.5,33.93
user_001,2024-01-01 03:57:00,55,59.9,98.5,33.44
user_001,2024-01-01 03:58:00,51,51.2,96.8,34.75
user_001,2024-01-01 03:59:00,58,72.8,97.0,34.73
user_001,2024-01-01 04:00:00,53,40.0,97.1,33.8
user_001,2024-01-01 04:01:00,56,56.6,96.6,33.48
user_001,2024-01-01 04:02:00,60,68.6,98.5,32.73
user_001,2024-01-01 04:03:00,61,53.8,97.0,34.14
user_001,2024-01-01 04:04:00,51,38.8,95.8,33.09
user_001,2024-01-01 04:05:00,55,81.2,96.8,34.83
user_001,2024-01-01 04:06:00,55,69.3,97.7,33.72
user_001,2024-01-01 04:07:00,54,51.5,96.1,33.3
user_001,2024-01-01 04:08:00,66,58.4,97.7,33.24
user_001,2024-01-01 04:09:00,59,60.6,96.8,33.74
user_001,2024-01-01 04:10:00,51,61.1,98.4,33.5
user_001,2024-01-01 04:11:00,62,37.6,97.9,33.68
user_001,2024-01-01 04:12:00,68,52.8,97.6,33.5
user_001,2024-01-01 04:13:00,62,66.0,96.3,33.41
user_001,2024-01-01 04:14:00,49,60.3,96.5,33.82
user_001,2024-01-01 04:15:00,55,57.5,97.0,33.27
user_001,2024-01-01 04:16:00,63,45.7,97.3,34.02
user_001,2024-01-01 04:17:00,53,45.1,98.7,33.55
user_001,2024-01-01 04:18:00,59,36.6,97.7,34.17
user_001,2024-01-01 04:19:00,61,59.3,97.2,33.45
user_001,2024-01-01 04:20:00,52,52.2,98.7,33.22
user_001,2024-01-01 04:21:00,57,39.5,97.4,33.47
user_001,2024-01-01 04:22:00,41,67.5,97.8,33.01
user_001,2024-01-01 04:23:00,52,48.5,98.7,33.33
user_001,2024-01-01 04:24:00,56,44.6,98.1,33.69
user_001,2024-01-01 04:25:00,51,49.7,97.9,33.28
user_001,2024-01-01 04:26:00,65,48.6,98.0,33.48
user_001,2024-01-01 04:27:00,50,59.6,97.4,34.5
user_001,2024-01-01 04:28:00,55,44.7,97.5,32.49
user_001,2024-01-01 04:29:00,58,62.7,96.2,34.53
user_001,2024-01-01 04:30:00,64,55.6,96.9,33.86
user_001,2024-01-01 04:31:00,50,49.9,97.5,33.44
user_001,2024-01-01 04:32:00,63,49.5,97.9,33.96
user_001,2024-01-01 04:33:00,57,48.7,97.2,33.71
user_001,2024-01-01 04:34:00,52,55.1,99.4,32.41
user_001,2024-01-01 04:35:00,59,67.5,98.1,33.72
user_001,2024-01-01 04:36:00,58,48.3,97.7,34.12
user_001,2024-01-01 04:37:00,54,55.7,96.3,34.03
user_001,2024-01-01 04:38:00,57,45.9,97.5,33.24
user_001,2024-01-01 04:39:00,55,58.8,97.9,33.93
user_001,2024-01-01 04:40:00,58,55.4,97.4,33.56
user_001,2024-01-01 04:41:00,60,65.3,97.4,34.35
user_001,2024-01-01 04:42:00,65,42.2,97.4,33.26
user_001,2024-01-01 04:43:00,51,61.6,96.9,33.77
user_001,2024-01-01 04:44:00,68,62.2,96.5,33.71
user_001,2024-01-01 04:45:00,47,51.5,99.2,33.43
user_001,2024-01-01 04:46:00,56,51.9,96.7,33.46
user_001,2024-01-01 04:47:00,60,53.9,97.1,33.72
user_001,2024-01-01 04:48:00,58,50.2,97.7,34.53
user_001,2024-01-01 04:49:00,54,55.6,95.9,33.46
user_001,2024-01-01 04:50:00,56,59.9,98.7,34.32
user_001,2024-01-01 04:51:00,55,52.4,98.4,33.59
user_001,2024-01-01 04:52:00,54,52.6,96.3,33.82
user_001,2024-01-01 04:53:00,61,54.4,97.2,33.71
user_001,2024-01-01 04:54:00,59,48.3,98.3,33.89
user_001,2024-01-01 04:55:00,54,50.3,97.5,33.68
user_001,2024-01-01 04:56:00,61,42.7,98.3,33.42
user_001,2024-01-01 04:57:00,59,51.9,98.7,33.08
user_001,2024-01-01 04:58:00,61,56.2,96.8,33.38
user_001,2024-01-01 04:59:00,60,49.3,97.9,33.79
user_001,2024-01-01 05:00:00,56,45.5,96.5,33.82
user_001,2024-01-01 05:01:00,58,51.6,97.1,33.72
user_001,2024-01-01 05:02:00,64,54.8,97.6,33.63
user_001,2024-01-01 05:03:00,64,52.1,97.6,33.94
user_001,2024-01-01 05:04:00,61,74.0,96.8,33.24
user_001,2024-01-01 05:05:00,61,45.1,98.0,34.32
user_001,2024-01-01 05:06:00,67,48.4,96.3,33.46
user_001,2024-01-01 05:07:00,58,60.4,96.8,33.66
user_001,2024-01-01 05:08:00,63,44.2,98.4,33.46
user_001,2024-01-01 05:09:00,60,71.3,96.9,33.97
user_001,2024-01-01 05:10:00,60,52.0,97.7,33.43
user_001,2024-01-01 05:11:00,66,55.8,98.8,33.28
user_001,2024-01-01 05:12:00,65,50.7,97.5,33.61
user_001,2024-01-01 05:13:00,65,60.7,98.6,34.39
user_001,2024-01-01 05:14:00,67,39.3,96.4,32.9
user_001,2024-01-01 05:15:00,61,67.4,97.0,33.54
user_001,2024-01-01 05:16:00,64,53.1,97.7,33.49
user_001,2024-01-01 05:17:00,59,58.9,96.7,33.82
user_001,2024-01-01 05:18:00,62,44.0,97.1,33.39
user_001,2024-01-01 05:19:00,60,55.4,97.6,33.5
user_001,2024-01-01 05:20:00,61,42.0,97.6,34.19
user_001,2024-01-01 05:21:00,64,62.6,97.2,33.05
user_001,2024-01-01 05:22:00,57,40.0,96.0,34.24
user_001,2024-01-01 05:23:00,71,50.2,97.0,32.88
user_001,2024-01-01 05:24:00,56,49.3,96.4,33.49
user_001,2024-01-01 05:25:00,55,37.9,97.4,32.84
user_001,2024-01-01 05:26:00,66,40.8,97.5,33.6
user_001,2024-01-01 05:27:00,65,55.0,97.4,33.07
user_001,2024-01-01 05:28:00,64,41.8,96.7,34.18
user_001,2024-01-01 05:29:00,64,44.1,96.2,33.48
user_001,2024-01-01 05:30:00,61,55.4,98.6,34.04
user_001,2024-01-01 05:31:00,56,62.3,97.5,33.73
user_001,2024-01-01 05:32:00,61,58.3,97.2,33.77
user_001,2024-01-01 05:33:00,57,52.4,97.4,33.11
user_001,2024-01-01 05:34:00,65,52.7,96.4,33.72
user_001,2024-01-01 05:35:00,60,53.2,98.5,33.62
user_001,2024-01-01 05:36:00,56,42.8,96.9,32.73
user_001,2024-01-01 05:37:00,59,55.1,97.4,33.42
user_001,2024-01-01 05:38:00,63,40.6,97.9,33.37
user_001,2024-01-01 05:39:00,58,58.7,98.1,33.89
user_001,2024-01-01 05:40:00,57,54.3,97.5,33.16
user_001,2024-01-01 05:41:00,62,29.8,96.7,33.57
user_001,2024-01-01 05:42:00,62,61.2,98.0,33.05
user_001,2024-01-01 05:43:00,58,47.4,98.2,33.61
user_001,2024-01-01 05:44:00,58,46.6,98.4,33.43
user_001,2024-01-01 05:45:00,62,61.0,97.9,32.1
user_001,2024-01-01 05:46:00,53,52.5,99.2,33.2
user_001,2024-01-01 05:47:00,54,59.8,97.6,32.82
user_001,2024-01-01 05:48:00,57,46.4,97.7,34.27
user_001,2024-01-01 05:49:00,60,60.0,98.5,33.09
user_001,2024-01-01 05:50:00,62,53.4,98.8,33.75
user_001,2024-01-01 05:51:00,68,53.6,98.6,33.54
user_001,2024-01-01 05:52:00,65,48.7,97.4,34.29
user_001,2024-01-01 05:53:00,60,68.3,98.1,33.0
user_001,2024-01-01 05:54:00,61,70.4,98.4,33.28
user_001,2024-01-01 05:55:00,56,31.2,97.5,33.54
user_001,2024-01-01 05:56:00,61,61.0,96.8,32.82
user_001,2024-01-01 05:57:00,59,41.5,96.7,33.8
user_001,2024-01-01 05:58:00,62,56.5,97.8,32.92
user_001,2024-01-01 05:59:00,56,35.4,98.2,33.4
user_001,2024-01-01 06:00:00,67,53.9,97.1,33.11
user_001,2024-01-01 06:01:00,72,40.0,96.9,31.73
user_001,2024-01-01 06:02:00,64,46.2,97.1,33.22
user_001,2024-01-01 06:03:00,67,45.6,97.6,34.57
user_001,2024-01-01 06:04:00,68,42.3,98.1,34.11
user_001,2024-01-01 06:05:00,62,44.3,97.8,33.22
user_001,2024-01-01 06:06:00,66,46.2,97.5,33.44
user_001,2024-01-01 06:07:00,65,49.0,98.6,35.02
user_001,2024-01-01 06:08:00,65,53.7,99.7,33.17
user_001,2024-01-01 06:09:00,61,70.3,97.5,32.53
user_001,2024-01-01 06:10:00,65,41.0,98.8,33.69
user_001,2024-01-01 06:11:00,67,51.2,97.0,33.65
user_001,2024-01-01 06:12:00,72,56.1,98.4,33.08
user_001,2024-01-01 06:13:00,69,42.2,96.8,33.58
user_001,2024-01-01 06:14:00,75,24.9,97.2,33.5
user_001,2024-01-01 06:15:00,61,32.6,97.5,32.92
user_001,2024-01-01 06:16:00,69,27.1,96.0,33.0
user_001,2024-01-01 06:17:00,65,65.9,96.0,32.62
user_001,2024-01-01 06:18:00,75,53.6,96.8,34.2
user_001,2024-01-01 06:19:00,60,59.6,98.6,33.04
user_001,2024-01-01 06:20:00,60,61.8,97.3,33.22
user_001,2024-01-01 06:21:00,62,45.6,98.2,33.84
user_001,2024-01-01 06:22:00,54,76.8,96.2,33.88
user_001,2024-01-01 06:23:00,62,54.8,97.8,33.61
user_001,2024-01-01 06:24:00,61,51.0,97.9,34.49
user_001,2024-01-01 06:25:00,65,61.6,96.7,33.14
user_001,2024-01-01 06:26:00,66,56.9,99.0,33.63
user_001,2024-01-01 06:27:00,74,61.2,96.5,33.53
user_001,2024-01-01 06:28:00,69,63.2,97.3,33.07
user_001,2024-01-01 06:29:00,62,47.9,99.5,34.11
user_001,2024-01-01 06:30:00,60,53.9,96.7,33.22
user_001,2024-01-01 06:31:00,67,40.8,97.0,33.34
user_001,2024-01-01 06:32:00,58,36.3,97.6,33.35
user_001,2024-01-01 06:33:00,74,56.2,96.4,33.1
user_001,2024-01-01 06:34:00,70,58.6,97.9,33.95
user_001,2024-01-01 06:35:00,62,31.6,96.1,33.18
user_001,2024-01-01 06:36:00,56,46.0,97.5,33.6
user_001,2024-01-01 06:37:00,71,49.3,98.7,33.65
user_001,2024-01-01 06:38:00,64,52.3,98.0,34.02
user_001,2024-01-01 06:39:00,71,69.2,97.5,33.23
user_001,2024-01-01 06:40:00,57,46.6,97.2,34.34
user_001,2024-01-01 06:41:00,62,49.7,97.4,33.45
user_001,2024-01-01 06:42:00,65,57.0,97.3,33.61
user_001,2024-01-01 06:43:00,65,47.0,97.8,33.27
user_001,2024-01-01 06:44:00,62,46.4,98.0,32.42
user_001,2024-01-01 06:45:00,68,43.7,97.6,33.95
user_001,2024-01-01 06:46:00,59,54.6,98.1,33.81
user_001,2024-01-01 06:47:00,64,49.0,97.9,33.47
user_001,2024-01-01 06:48:00,65,57.3,96.5,33.18
user_001,2024-01-01 06:49:00,67,53.5,95.6,33.3
user_001,2024-01-01 06:50:00,68,20.4,97.6,33.24
user_001,2024-01-01 06:51:00,59,34.8,97.1,33.61
user_001,2024-01-01 06:52:00,57,47.9,97.7,32.89
user_001,2024-01-01 06:53:00,71,58.5,98.8,33.13
user_001,2024-01-01 06:54:00,66,43.7,97.3,33.27
user_001,2024-01-01 06:55:00,61,55.4,97.7,33.14
user_001,2024-01-01 06:56:00,72,54.4,96.8,32.73
user_001,2024-01-01 06:57:00,65,55.9,97.9,33.52
user_001,2024-01-01 06:58:00,70,43.5,96.9,33.43
user_001,2024-01-01 06:59:00,65,39.0,98.3,33.22
user_001,2024-01-01 07:00:00,79,33.2,97.6,34.02
user_001,2024-01-01 07:01:00,77,76.6,97.4,33.34
user_001,2024-01-01 07:02:00,67,54.5,96.2,33.5
user_001,2024-01-01 07:03:00,73,66.5,96.4,33.76
user_001,2024-01-01 07:04:00,72,40.1,98.0,34.05
user_001,2024-01-01 07:05:00,75,60.0,98.4,33.02
user_001,2024-01-01 07:06:00,64,46.0,97.7,33.44
user_001,2024-01-01 07:07:00,72,48.1,97.3,34.35
user_001,2024-01-01 07:08:00,74,44.9,97.5,33.61
user_001,2024-01-01 07:09:00,60,43.2,97.4,33.38
user_001,2024-01-01 07:10:00,62,42.8,96.9,33.51
user_001,2024-01-01 07:11:00,58,52.2,96.4,32.93
user_001,2024-01-01 07:12:00,67,44.0,96.4,34.0
user_001,2024-01-01 07:13:00,72,49.7,97.0,34.25
user_001,2024-01-01 07:14:00,76,38.8,97.6,33.05
user_001,2024-01-01 07:15:00,69,56.4,96.4,33.7
user_001,2024-01-01 07:16:00,77,42.3,97.4,32.53
user_001,2024-01-01 07:17:00,61,68.1,96.9,33.44
user_001,2024-01-01 07:18:00,60,51.5,96.2,34.23
user_001,2024-01-01 07:19:00,68,48.6,97.0,33.36
user_001,2024-01-01 07:20:00,70,65.0,97.7,33.83
user_001,2024-01-01 07:21:00,68,44.6,97.0,33.29
user_001,2024-01-01 07:22:00,58,48.5,98.7,33.27
user_001,2024-01-01 07:23:00,68,42.6,98.0,33.31
user_001,2024-01-01 07:24:00,62,53.4,98.3,32.64
user_001,2024-01-01 07:25:00,72,41.0,100.0,33.03
user_001,2024-01-01 07:26:00,70,56.8,97.0,33.62
user_001,2024-01-01 07:27:00,64,50.3,96.4,34.14
